PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,target
4.022850889554391,-0.8141983825388018,0.9687405094068233,-0.5204719923462949,-0.6384485886550434,-1.7667627617530495,-0.44161562227051776,0.7134651223784438,0.1768206031595106,2
-0.37075352830031894,0.6834262075020034,0.16158348008728834,1.4824833626565128,-0.12338076412182587,0.055473308229209616,0.8792045864999559,-0.031151675406710048,-1.029990031079843,2
0.4134729998884688,-1.2108282725248432,0.04621802931203705,0.9500030862513139,-0.24945029865983953,-0.2747764407049061,0.771973434087009,-0.8506547890533096,0.5266859555124057,2
1.9171138634537963,-0.022203410337585206,0.11645212697407552,-0.13284811348232142,-0.840364991391121,0.9356381760986777,0.04962338453621108,-0.4450228899235227,0.4200439622377766,2
0.3473786307680627,1.1327006309681864,1.3838383235449823,0.5077877293480033,-0.3484925457540593,-0.23464402788670877,-0.7800231562091131,0.07111999161022531,-0.5108773599070009,2
-0.4273881330958575,-1.505187939122093,-0.843623646615327,0.48099788890777617,-0.06321947884045138,0.44389695960242365,0.5721597480278894,-1.0472574140983784,0.13718367775890486,2
-2.4081161234835955,-2.629972886870719,-0.2585531740044429,0.8216963970769424,1.068263722464673,-0.3862531148327107,-0.40457430971824754,0.25103475453838825,0.12063845327963657,1
-0.05264568408459067,-2.117044501589615,-0.5861551217531091,1.227385302497639,0.3617484341768794,-0.7641869881066348,-0.2307533221401119,-1.1084867586041611,-0.5890403970784336,1
-1.552721855868412,-1.3325417492317158,-1.3977089643095293,1.679784554466258,0.5190016103116916,-0.3970647400016411,-0.6278766513460546,-0.2616541687231401,0.050668341891190086,1
-1.2738654509922338,1.268573052768675,-2.368195480953139,-0.6194862663863235,-0.22394275410616535,0.6714572509322154,0.9225630221558566,-0.8280287284192637,1.14967968077925,2
3.8940759838730052,-2.4445736839019325,-0.036892325775275056,-0.4198668042273359,2.7297753252780987,-2.011072970808207,0.9289386358742742,0.7889567543872716,0.265713713273618,1
-1.7029056120593038,-0.09696213767241454,-1.5576725210846405,0.015645872705494532,-0.08217180239882708,-0.26137181317700175,-0.14504968073862048,0.11125653980590242,-0.23343893848576444,2
-1.0978239575983122,1.644768184864687,3.249824999226364,0.6404682659718199,-0.17145516494641988,0.7010639339790262,-0.41874920938055016,-0.7239967843042345,-0.8865813472387752,2
-1.0142473951384452,-1.0695574196540054,-0.09000595318987813,-0.11224304727541705,1.5535194354653372,0.30649683881960005,0.5206810767835822,-0.34911989815258926,-0.86414229544392,2
0.5805268889070666,1.2149986118097913,1.1618114671015345,0.5721900959605288,-0.22721261912750018,-0.4113115788935823,-1.0379259987457938,-0.31313425239658266,-0.32773913244994723,1
-1.7004017945343772,-0.5453588856901739,0.7473818865757165,-0.09159269164226155,-0.6408741438379422,0.0453979316941954,1.0117064304890988,0.36163520102666513,-0.5539385906936515,2
-0.39824850498766035,0.7723123853328294,-1.1588734360107626,0.34282414535875494,-0.20295310895645216,0.5158898895389319,1.4301855416613571,-0.6871269292076364,0.13971092689756795,2
-0.13008328426520793,0.6306202351358344,-0.5319607088075619,1.4283485201964081,-0.26026717912669434,0.09294092712482108,1.665128094531537,-0.6033735322248925,-0.5026081043903731,2
2.245647304764874,0.7962469771021063,-0.5568876602970699,-1.2794987810542298,0.3554819873626895,0.7489445291101111,-0.2073904060083113,-0.792719427927363,0.15468611706749333,2
-0.171171269209036,0.8890102888024827,-0.7574872594405014,0.6784541056759524,-0.6138129113019207,0.8796059962050127,1.0448425447340892,-1.095239603199119,-0.17258179245434338,2
0.9120962576079074,0.4830385524724271,-0.4712629444382382,0.6425449343433355,0.23517473713072573,-0.574660290521398,0.9900542967696537,-0.4138210378628963,0.672371257725677,2
-1.241818571526383,-1.2667985196492682,-0.6788586268701902,0.6002838294100966,0.5880434774275167,0.6183029689548459,1.1715732713531044,-0.02122871017632007,0.09005576717417285,2
-1.6343853886869266,-0.5150304932937868,-0.8824607193643934,-0.2704888992684469,2.353421661149919,0.11349139081200717,-0.8096345732135133,0.5488742110940577,0.289781855323823,2
1.41029165775509,-1.5571224487778261,-0.28828316982731234,1.102240317332539,0.3611997139982854,-1.1689615644218825,0.06787506104463635,-1.1232694238760097,0.4187510545726327,2
-0.8895719158928669,-0.8266419181834265,-0.14938404413136872,0.6428370726115833,-0.3809923349032505,0.7438287096999207,0.28593876814280106,-0.2090687807923099,0.25072058471391934,2
0.037400787793427606,1.283809829098114,-1.9032065357665517,0.7733272732854258,-1.456465561273565,0.15619399378973417,0.04952746436224299,-0.3116428316320546,-0.76602181099228,2
1.112496629141479,1.8066184634799982,1.2937095789385553,-0.16083324292905957,-1.301324356030028,-1.3626002194809883,0.35748907069222435,-0.3543205729507858,0.3690475225425915,1
-1.1345036299591076,-0.919902919878989,0.12231591520559927,1.3500137594110122,0.007234404934422417,2.3112185711530855,1.5771596158105312,0.5555445564049536,2.0830638823746823,1
